timestamp,x,y,type,deltaY
1758903278695,468,595,move,0
1758903278705,468,594,move,0
1758903278715,467,594,move,0
1758903278725,467,594,move,0
1758903278735,466,594,move,0
1758903278745,465,594,move,0
1758903278755,465,593,move,0
1758903278765,464,593,move,0
1758903278775,464,593,move,0
1758903278785,463,593,move,0
1758903278795,463,592,move,0
1758903278805,462,592,move,0
1758903278815,461,592,move,0
1758903278825,461,592,move,0
1758903278835,460,591,move,0
1758903278845,460,591,move,0
1758903278855,459,591,move,0
1758903278865,458,591,move,0
1758903278875,458,590,move,0
1758903278885,457,590,move,0
1758903278895,457,590,move,0
1758903278905,456,590,move,0
1758903278915,456,589,move,0
1758903278925,455,589,move,0
1758903278935,454,589,move,0
1758903278945,454,589,move,0
1758903278955,453,588,move,0
1758903278965,453,588,move,0
1758903278975,452,588,move,0
1758903278985,452,587,move,0
1758903278995,451,587,move,0
1758903279005,451,587,move,0
1758903279015,450,586,move,0
1758903279025,450,586,move,0
1758903279035,449,586,move,0
1758903279045,448,585,move,0
1758903279055,448,585,move,0
1758903279065,447,585,move,0
1758903279075,447,584,move,0
1758903279085,446,584,move,0
1758903279095,446,584,move,0
1758903279105,445,583,move,0
1758903279115,445,583,move,0
1758903279125,444,583,move,0
1758903279135,444,582,move,0
1758903279145,443,582,move,0
1758903279155,443,582,move,0
1758903279165,442,581,move,0
1758903279175,442,581,move,0
1758903279185,441,581,move,0
1758903279195,441,580,move,0
1758903279205,440,580,move,0
1758903279215,440,580,move,0
1758903279225,439,579,move,0
1758903279235,439,579,move,0
1758903279245,438,578,move,0
1758903279255,438,578,move,0
1758903279265,437,578,move,0
1758903279275,437,577,move,0
1758903279285,436,577,move,0
1758903279295,436,576,move,0
1758903279305,435,576,move,0
1758903279315,435,576,move,0
1758903279325,434,575,move,0
1758903279335,434,575,move,0
1758903279345,433,574,move,0
1758903279355,433,574,move,0
1758903279365,432,574,move,0
1758903279375,432,573,move,0
1758903279385,431,573,move,0
1758903279395,431,572,move,0
1758903279405,430,572,move,0
1758903279415,430,571,move,0
1758903279425,430,571,move,0
1758903279435,429,570,move,0
1758903279445,429,570,move,0
1758903279455,428,570,move,0
1758903279465,428,569,move,0
1758903279475,427,569,move,0
1758903279485,427,568,move,0
1758903279495,426,568,move,0
1758903279505,426,567,move,0
1758903279515,426,567,move,0
1758903279525,425,566,move,0
1758903279535,425,566,move,0
1758903279545,424,565,move,0
1758903279555,424,565,move,0
1758903279565,424,564,move,0
1758903279575,423,564,move,0
1758903279585,423,564,move,0
1758903279595,422,563,move,0
1758903279605,422,563,move,0
1758903279615,421,562,move,0
1758903279625,421,562,move,0
1758903279635,421,561,move,0
1758903279645,420,561,move,0
1758903279655,420,560,move,0
1758903279665,420,560,move,0
1758903279675,419,559,move,0
1758903279685,419,559,move,0
1758903279695,418,558,move,0
1758903279705,418,558,move,0
1758903279715,418,557,move,0
1758903279725,417,557,move,0
1758903279735,417,556,move,0
1758903279745,417,555,move,0
1758903279755,416,555,move,0
1758903279765,416,554,move,0
1758903279775,416,554,move,0
1758903279785,415,553,move,0
1758903279795,415,553,move,0
1758903279805,415,552,move,0
1758903279815,414,552,move,0
1758903279825,414,551,move,0
1758903279835,414,551,move,0
1758903279845,413,550,move,0
1758903279855,413,550,move,0
1758903279865,413,549,move,0
1758903279875,412,549,move,0
1758903279885,412,548,move,0
1758903279895,412,547,move,0
1758903279905,411,547,move,0
1758903279915,411,546,move,0
1758903279925,411,546,move,0
1758903279935,411,545,move,0
1758903279945,410,545,move,0
1758903279955,410,544,move,0
1758903279965,410,544,move,0
1758903279975,409,543,move,0
1758903279985,409,542,move,0
1758903279995,409,542,move,0
1758903280005,409,541,move,0
1758903280015,408,541,move,0
1758903280025,408,540,move,0
1758903280035,408,540,move,0
1758903280045,408,539,move,0
1758903280055,407,538,move,0
1758903280065,407,538,move,0
1758903280075,407,537,move,0
1758903280085,407,537,move,0
1758903280095,406,536,move,0
1758903280105,406,535,move,0
1758903280115,406,535,move,0
1758903280125,406,534,move,0
1758903280135,406,534,move,0
1758903280145,405,533,move,0
1758903280155,405,533,move,0
1758903280165,405,532,move,0
1758903280175,405,531,move,0
1758903280185,405,531,move,0
1758903280195,404,530,move,0
1758903280205,404,530,move,0
1758903280215,404,529,move,0
1758903280225,404,528,move,0
1758903280235,404,528,move,0
1758903280245,403,527,move,0
1758903280255,403,527,move,0
1758903280265,403,526,move,0
1758903280275,403,525,move,0
1758903280285,403,525,move,0
1758903280295,403,524,move,0
1758903280305,402,523,move,0
1758903280315,402,523,move,0
1758903280325,402,522,move,0
1758903280335,402,522,move,0
1758903280345,402,521,move,0
1758903280355,402,520,move,0
1758903280365,402,520,move,0
1758903280375,401,519,move,0
1758903280385,401,519,move,0
1758903280395,401,518,move,0
1758903280405,401,517,move,0
1758903280415,401,517,move,0
1758903280425,401,516,move,0
1758903280435,401,515,move,0
1758903280445,401,515,move,0
1758903280455,401,514,move,0
1758903280465,400,514,move,0
1758903280475,400,513,move,0
1758903280485,400,512,move,0
1758903280495,400,512,move,0
1758903280505,400,511,move,0
1758903280515,400,510,move,0
1758903280525,400,510,move,0
1758903280535,400,509,move,0
1758903280545,400,509,move,0
1758903280555,400,508,move,0
1758903280565,400,507,move,0
1758903280575,400,507,move,0
1758903280585,400,506,move,0
1758903280595,400,505,move,0
1758903280605,400,505,move,0
1758903280615,400,504,move,0
1758903280625,400,504,move,0
1758903280635,400,503,move,0
1758903280645,400,502,move,0
1758903280655,400,502,move,0
1758903280665,400,501,move,0
1758903280675,400,500,move,0
1758903280685,400,500,move,0
1758903280695,400,499,move,0
1758903280705,400,499,move,0
1758903280715,400,498,move,0
1758903280725,400,497,move,0
1758903280735,400,497,move,0
1758903280745,400,496,move,0
1758903280755,400,495,move,0
1758903280765,400,495,move,0
1758903280775,400,494,move,0
1758903280785,400,494,move,0
1758903280795,400,493,move,0
1758903280805,400,492,move,0
1758903280815,400,492,move,0
1758903280825,400,491,move,0
1758903280835,400,490,move,0
1758903280845,400,490,move,0
1758903280855,400,489,move,0
1758903280865,400,489,move,0
1758903280875,400,488,move,0
1758903280885,400,487,move,0
1758903280895,400,487,move,0
1758903280905,400,486,move,0
1758903280915,400,485,move,0
1758903280925,401,485,move,0
1758903280935,401,484,move,0
1758903280945,401,484,move,0
1758903280955,401,483,move,0
1758903280965,401,482,move,0
1758903280975,401,482,move,0
1758903280985,401,481,move,0
1758903280995,401,480,move,0
1758903281005,401,480,move,0
1758903281015,402,479,move,0
1758903281025,402,479,move,0
1758903281035,402,478,move,0
1758903281045,402,477,move,0
1758903281055,402,477,move,0
1758903281065,402,476,move,0
1758903281075,402,476,move,0
1758903281085,403,475,move,0
1758903281095,403,474,move,0
1758903281105,403,474,move,0
1758903281115,403,473,move,0
1758903281125,403,472,move,0
1758903281135,403,472,move,0
1758903281145,404,471,move,0
1758903281155,404,471,move,0
1758903281165,404,470,move,0
1758903281175,404,469,move,0
1758903281185,404,469,move,0
1758903281195,405,468,move,0
1758903281205,405,468,move,0
1758903281215,405,467,move,0
1758903281225,405,466,move,0
1758903281235,405,466,move,0
1758903281245,406,465,move,0
1758903281255,406,465,move,0
