timestamp,x,y,type,deltaY
1758903275695,100,100,move,0
1758903275696,101,101,move,0
1758903275697,102,102,move,0
1758903275698,103,103,move,0
1758903275699,104,104,move,0
1758903275700,105,105,move,0
1758903275701,106,106,move,0
1758903275702,107,107,move,0
1758903275703,108,108,move,0
1758903275704,109,109,move,0
1758903275705,110,110,move,0
1758903275706,111,111,move,0
1758903275707,112,112,move,0
1758903275708,113,113,move,0
1758903275709,114,114,move,0
1758903275710,115,115,move,0
1758903275711,116,116,move,0
1758903275712,117,117,move,0
1758903275713,118,118,move,0
1758903275714,119,119,move,0
1758903275715,120,120,move,0
1758903275716,121,121,move,0
1758903275717,122,122,move,0
1758903275718,123,123,move,0
1758903275719,124,124,move,0
1758903275720,125,125,move,0
1758903275721,126,126,move,0
1758903275722,127,127,move,0
1758903275723,128,128,move,0
1758903275724,129,129,move,0
1758903275725,130,130,move,0
1758903275726,131,131,move,0
1758903275727,132,132,move,0
1758903275728,133,133,move,0
1758903275729,134,134,move,0
1758903275730,135,135,move,0
1758903275731,136,136,move,0
1758903275732,137,137,move,0
1758903275733,138,138,move,0
1758903275734,139,139,move,0
1758903275735,140,140,move,0
1758903275736,141,141,move,0
1758903275737,142,142,move,0
1758903275738,143,143,move,0
1758903275739,144,144,move,0
1758903275740,145,145,move,0
1758903275741,146,146,move,0
1758903275742,147,147,move,0
1758903275743,148,148,move,0
1758903275744,149,149,move,0
1758903275745,150,150,move,0
1758903275746,151,151,move,0
1758903275747,152,152,move,0
1758903275748,153,153,move,0
1758903275749,154,154,move,0
1758903275750,155,155,move,0
1758903275751,156,156,move,0
1758903275752,157,157,move,0
1758903275753,158,158,move,0
1758903275754,159,159,move,0
1758903275755,160,160,move,0
1758903275756,161,161,move,0
1758903275757,162,162,move,0
1758903275758,163,163,move,0
1758903275759,164,164,move,0
1758903275760,165,165,move,0
1758903275761,166,166,move,0
1758903275762,167,167,move,0
1758903275763,168,168,move,0
1758903275764,169,169,move,0
1758903275765,170,170,move,0
1758903275766,171,171,move,0
1758903275767,172,172,move,0
1758903275768,173,173,move,0
1758903275769,174,174,move,0
1758903275770,175,175,move,0
1758903275771,176,176,move,0
1758903275772,177,177,move,0
1758903275773,178,178,move,0
1758903275774,179,179,move,0
1758903275775,180,180,move,0
1758903275776,181,181,move,0
1758903275777,182,182,move,0
1758903275778,183,183,move,0
1758903275779,184,184,move,0
1758903275780,185,185,move,0
1758903275781,186,186,move,0
1758903275782,187,187,move,0
1758903275783,188,188,move,0
1758903275784,189,189,move,0
1758903275785,190,190,move,0
1758903275786,191,191,move,0
1758903275787,192,192,move,0
1758903275788,193,193,move,0
1758903275789,194,194,move,0
1758903275790,195,195,move,0
1758903275791,196,196,move,0
1758903275792,197,197,move,0
1758903275793,198,198,move,0
1758903275794,199,199,move,0
1758903275795,200,200,move,0
1758903275796,201,201,move,0
1758903275797,202,202,move,0
1758903275798,203,203,move,0
1758903275799,204,204,move,0
1758903275800,205,205,move,0
1758903275801,206,206,move,0
1758903275802,207,207,move,0
1758903275803,208,208,move,0
1758903275804,209,209,move,0
1758903275805,210,210,move,0
1758903275806,211,211,move,0
1758903275807,212,212,move,0
1758903275808,213,213,move,0
1758903275809,214,214,move,0
1758903275810,215,215,move,0
1758903275811,216,216,move,0
1758903275812,217,217,move,0
1758903275813,218,218,move,0
1758903275814,219,219,move,0
1758903275815,220,220,move,0
1758903275816,221,221,move,0
1758903275817,222,222,move,0
1758903275818,223,223,move,0
1758903275819,224,224,move,0
1758903275820,225,225,move,0
1758903275821,226,226,move,0
1758903275822,227,227,move,0
1758903275823,228,228,move,0
1758903275824,229,229,move,0
1758903275825,230,230,move,0
1758903275826,231,231,move,0
1758903275827,232,232,move,0
1758903275828,233,233,move,0
1758903275829,234,234,move,0
1758903275830,235,235,move,0
1758903275831,236,236,move,0
1758903275832,237,237,move,0
1758903275833,238,238,move,0
1758903275834,239,239,move,0
1758903275835,240,240,move,0
1758903275836,241,241,move,0
