timestamp,x,y,type,deltaY
1758903276095,500,500,move,0
1758903276096,501,501,move,0
1758903276097,502,502,move,0
1758903276098,503,503,move,0
1758903276099,504,504,move,0
1758903276100,505,505,move,0
1758903276101,506,506,move,0
1758903276102,507,507,move,0
1758903276103,508,508,move,0
1758903276104,509,509,move,0
1758903276105,510,510,move,0
1758903276106,511,511,move,0
1758903276107,512,512,move,0
1758903276108,513,513,move,0
1758903276109,514,514,move,0
1758903276110,515,515,move,0
1758903276111,516,516,move,0
1758903276112,517,517,move,0
1758903276113,518,518,move,0
1758903276114,519,519,move,0
1758903276115,520,520,move,0
1758903276116,521,521,move,0
1758903276117,522,522,move,0
1758903276118,523,523,move,0
1758903276119,524,524,move,0
1758903276120,525,525,move,0
1758903276121,526,526,move,0
1758903276122,527,527,move,0
1758903276123,528,528,move,0
1758903276124,529,529,move,0
1758903276125,530,530,move,0
1758903276126,531,531,move,0
1758903276127,532,532,move,0
1758903276128,533,533,move,0
1758903276129,534,534,move,0
1758903276130,535,535,move,0
1758903276131,536,536,move,0
1758903276132,537,537,move,0
1758903276133,538,538,move,0
1758903276134,539,539,move,0
1758903276135,540,540,move,0
1758903276136,541,541,move,0
1758903276137,542,542,move,0
1758903276138,543,543,move,0
1758903276139,544,544,move,0
1758903276140,545,545,move,0
1758903276141,546,546,move,0
1758903276142,547,547,move,0
1758903276143,548,548,move,0
1758903276144,549,549,move,0
1758903276145,550,550,move,0
1758903276146,551,551,move,0
1758903276147,552,552,move,0
1758903276148,553,553,move,0
1758903276149,554,554,move,0
1758903276150,555,555,move,0
1758903276151,556,556,move,0
1758903276152,557,557,move,0
1758903276153,558,558,move,0
1758903276154,559,559,move,0
1758903276155,560,560,move,0
1758903276156,561,561,move,0
1758903276157,562,562,move,0
1758903276158,563,563,move,0
1758903276159,564,564,move,0
1758903276160,565,565,move,0
1758903276161,566,566,move,0
1758903276162,567,567,move,0
1758903276163,568,568,move,0
1758903276164,569,569,move,0
1758903276165,570,570,move,0
1758903276166,571,571,move,0
1758903276167,572,572,move,0
1758903276168,573,573,move,0
1758903276169,574,574,move,0
1758903276170,575,575,move,0
1758903276171,576,576,move,0
1758903276172,577,577,move,0
