timestamp,x,y,type,deltaY
1758902269819,569,448,move,0
1758902269825,573,447,move,0
1758902269833,576,447,move,0
1758902269839,581,447,move,0
1758902269845,583,446,move,0
1758902269852,585,445,move,0
1758902269859,587,445,move,0
1758902269865,588,444,move,0
1758902269871,591,444,move,0
1758902269878,592,443,move,0
1758902269885,593,443,move,0
1758902269892,596,442,move,0
1758902269904,598,442,move,0
1758902269911,599,441,move,0
1758902269917,601,440,move,0
1758902269924,603,440,move,0
1758902269930,605,439,move,0
1758902269937,607,439,move,0
1758902269943,610,438,move,0
1758902269951,614,436,move,0
1758902269957,618,436,move,0
1758902269963,621,435,move,0
1758902269970,626,433,move,0
1758902269976,629,432,move,0
1758902269983,632,431,move,0
1758902269989,634,430,move,0
1758902269995,637,429,move,0
1758902270002,639,428,move,0
1758902270008,643,427,move,0
1758902270015,644,426,move,0
1758902270021,647,426,move,0
1758902270029,648,425,move,0
1758902270036,651,424,move,0
1758902270042,652,423,move,0
1758902270048,655,422,move,0
1758902270054,656,422,move,0
1758902270061,658,422,move,0
1758902270067,662,422,move,0
1758902270074,665,421,move,0
1758902270080,668,420,move,0
1758902270086,671,419,move,0
1758902270093,673,418,move,0
1758902270100,675,418,move,0
1758902270107,678,417,move,0
1758902270113,681,416,move,0
1758902270120,684,415,move,0
1758902270126,685,414,move,0
1758902270132,687,413,move,0
1758902270139,688,413,move,0
1758902270145,690,412,move,0
1758902270152,691,411,move,0
1758902270158,693,410,move,0
1758902270165,695,409,move,0
1758902270171,696,408,move,0
1758902270179,699,406,move,0
1758902270185,701,405,move,0
1758902270192,703,404,move,0
1758902270199,704,402,move,0
1758902270204,708,400,move,0
1758902270211,710,398,move,0
1758902270217,712,395,move,0
1758902270224,717,391,move,0
1758902270230,721,387,move,0
1758902270237,724,383,move,0
1758902270243,727,379,move,0
1758902270250,731,374,move,0
1758902270257,734,371,move,0
1758902270263,738,366,move,0
1758902270270,739,363,move,0
1758902270276,742,358,move,0
1758902270282,744,355,move,0
1758902270289,745,353,move,0
1758902270295,747,349,move,0
1758902270302,748,347,move,0
1758902270309,750,345,move,0
1758902270315,751,342,move,0
1758902270321,752,339,move,0
1758902270328,753,336,move,0
1758902270335,754,334,move,0
1758902270341,755,332,move,0
1758902270348,756,329,move,0
1758902270354,757,326,move,0
1758902270361,758,324,move,0
1758902270367,759,321,move,0
1758902270374,760,318,move,0
1758902270383,760,315,move,0
1758902270387,761,312,move,0
1758902270393,762,310,move,0
1758902270400,763,308,move,0
1758902270408,763,305,move,0
1758902270414,763,303,move,0
1758902270420,763,300,move,0
1758902270426,763,299,move,0
1758902270432,764,296,move,0
1758902270439,764,295,move,0
1758902270445,765,293,move,0
1758902270452,765,291,move,0
1758902270458,765,289,move,0
1758902270465,766,288,move,0
1758902270472,766,285,move,0
1758902270479,766,284,move,0
1758902270485,766,281,move,0
1758902270491,766,280,move,0
1758902270498,766,277,move,0
