timestamp,x,y,type,deltaY
1758902171689,287,598,move,0
1758902171695,290,597,move,0
1758902172085,290,597,wheel,34
1758902172110,290,597,wheel,42
1758902172126,290,597,wheel,30
1758902172143,290,597,wheel,20
1758902172160,290,597,wheel,28
1758902172176,290,597,wheel,18
1758902172193,290,597,wheel,28
1758902172210,290,597,wheel,18
1758902172226,290,597,wheel,27
1758902172243,290,597,wheel,16
1758902172259,290,597,wheel,19
1758902172276,290,597,wheel,19
1758902172293,290,597,wheel,11
1758902172310,290,597,wheel,14
1758902172326,290,597,wheel,10
1758902172343,290,597,wheel,10
1758902172360,290,597,wheel,5
1758902172376,290,597,wheel,5
1758902172394,290,597,wheel,2
1758902172410,290,597,wheel,2
1758902172426,290,597,wheel,1
1758902172477,290,597,wheel,1
1758902172526,290,597,wheel,1
1758902172536,290,597,wheel,0
1758902173015,290,597,wheel,1
1758902173027,290,597,wheel,19
1758902173044,290,597,wheel,21
1758902173060,290,597,wheel,31
1758902173076,290,597,wheel,18
1758902173099,290,597,wheel,23
1758902173111,290,597,wheel,14
1758902173126,290,597,wheel,21
1758902173144,290,597,wheel,17
1758902173161,290,597,wheel,33
1758902173177,290,597,wheel,35
1758902173193,290,597,wheel,19
1758902173211,290,597,wheel,20
1758902173227,290,597,wheel,10
1758902173245,290,597,wheel,9
1758902173260,290,597,wheel,3
1758902173277,290,597,wheel,4
1758902173294,290,597,wheel,2
1758902173310,290,597,wheel,1
1758902173343,290,597,wheel,1
1758902173393,290,597,wheel,1
1758902173503,290,597,wheel,0
1758902174058,290,597,wheel,-24
1758902174074,290,597,wheel,-17
1758902174090,290,597,wheel,-26
1758902174107,290,597,wheel,-8
1758902174124,290,597,wheel,-5
1758902174141,290,597,wheel,-1
1758902174157,290,597,wheel,-4
1758902174174,290,597,wheel,-4
1758902174190,290,597,wheel,-9
1758902174207,290,597,wheel,-8
1758902174224,290,597,wheel,-6
1758902174241,290,597,wheel,-11
1758902174257,290,597,wheel,-6
1758902174274,290,597,wheel,-8
1758902174291,290,597,wheel,-5
1758902174307,290,597,wheel,-8
1758902174325,290,597,wheel,-5
1758902174340,290,597,wheel,-4
1758902174356,290,597,wheel,0
1758902174374,290,597,wheel,-2
1758902174390,290,597,wheel,-1
1758902174408,290,597,wheel,-1
1758902174457,290,597,wheel,-1
1758902174992,290,597,wheel,-1
1758902175016,290,597,wheel,-16
1758902175032,290,597,wheel,-20
1758902175049,290,597,wheel,-32
1758902175066,290,597,wheel,-20
1758902175082,290,597,wheel,-20
1758902175101,290,597,wheel,-13
1758902175115,290,597,wheel,-16
1758902175133,290,597,wheel,-8
1758902175149,290,597,wheel,-9
1758902175167,290,597,wheel,-4
1758902175182,290,597,wheel,-9
1758902175200,290,597,wheel,-8
1758902175216,290,597,wheel,-6
1758902175232,290,597,wheel,-5
1758902175250,290,597,wheel,-1
1758902175266,290,597,wheel,-1
1758902175316,290,597,wheel,-1
1758902175362,290,597,wheel,0
1758902175825,290,597,wheel,-19
1758902175840,290,597,wheel,-22
1758902175858,290,597,wheel,-25
1758902175875,290,597,wheel,-18
1758902175892,290,597,wheel,-25
1758902175908,290,597,wheel,-18
1758902175924,290,597,wheel,-25
1758902175941,290,597,wheel,-13
1758902175958,290,597,wheel,-13
1758902175975,290,597,wheel,-7
1758902175991,290,597,wheel,-4
1758902176009,290,597,wheel,-1
1758902176024,290,597,wheel,-1
1758902176157,290,597,wheel,-1
1758902176202,290,597,wheel,0
1758902176634,290,597,wheel,-47
1758902176650,290,597,wheel,-27
1758902176666,290,597,wheel,-32
1758902176683,290,597,wheel,-15
1758902176700,290,597,wheel,-16
1758902176716,290,597,wheel,-9
1758902176733,290,597,wheel,-12
