timestamp,x,y,type,deltaY
1758900696027,683,680,move,0
1758900696034,677,678,move,0
1758900696041,671,675,move,0
1758900696046,668,673,move,0
1758900696053,665,670,move,0
1758900696060,661,669,move,0
1758900696066,657,666,move,0
1758900696074,653,663,move,0
1758900696079,650,661,move,0
1758900696086,646,658,move,0
1758900696092,641,654,move,0
1758900696099,635,650,move,0
1758900696105,631,645,move,0
1758900696112,623,639,move,0
1758900696118,616,634,move,0
1758900696125,607,626,move,0
1758900696133,598,619,move,0
1758900696138,589,610,move,0
1758900696144,582,601,move,0
1758900696152,577,595,move,0
1758900696158,570,587,move,0
1758900696165,564,580,move,0
1758900696170,558,573,move,0
1758900696178,551,566,move,0
1758900696184,545,559,move,0
1758900696191,540,550,move,0
1758900696200,534,543,move,0
1758900696204,529,537,move,0
1758900696211,525,531,move,0
1758900696217,521,525,move,0
1758900696223,518,520,move,0
1758900696230,514,514,move,0
1758900696236,512,508,move,0
1758900696244,510,504,move,0
1758900696250,508,498,move,0
1758900696255,505,493,move,0
1758900696262,504,488,move,0
1758900696270,501,482,move,0
1758900696275,498,476,move,0
1758900696282,496,471,move,0
1758900696288,493,465,move,0
1758900696294,491,460,move,0
1758900696301,489,455,move,0
1758900696307,486,449,move,0
1758900696316,483,444,move,0
1758900696321,480,440,move,0
1758900696328,477,436,move,0
1758900696334,476,432,move,0
1758900696341,473,429,move,0
1758900696349,473,428,move,0
1758900696353,472,426,move,0
1758900696360,471,425,move,0
1758900696367,470,425,move,0
1758900696374,470,424,move,0
1758900696382,470,423,move,0
1758900696851,468,422,move,0
1758900696856,465,419,move,0
1758900696863,459,415,move,0
1758900696869,449,408,move,0
1758900696876,437,399,move,0
1758900696883,420,384,move,0
1758900696890,407,372,move,0
1758900696895,392,356,move,0
1758900696901,381,346,move,0
1758900696908,373,337,move,0
1758900696915,366,329,move,0
1758900696922,363,323,move,0
1758900696928,359,317,move,0
1758900696933,356,311,move,0
1758900696940,352,305,move,0
1758900696947,349,300,move,0
1758900696953,347,295,move,0
1758900696960,345,291,move,0
1758900696966,342,286,move,0
1758900696974,340,282,move,0
1758900696981,338,278,move,0
1758900696987,337,274,move,0
1758900696993,336,269,move,0
1758900696999,335,266,move,0
1758900697007,334,263,move,0
1758900697012,334,260,move,0
1758900697018,334,258,move,0
1758900697026,334,256,move,0
1758900697032,334,254,move,0
1758900697041,334,253,move,0
1758900697045,334,251,move,0
1758900697052,334,250,move,0
1758900697362,334,250,wheel,-1
1758900697389,334,250,wheel,-156
1758900697406,334,250,wheel,-81
1758900697423,334,250,wheel,-108
1758900697439,334,250,wheel,-105
1758900697456,334,250,wheel,-66
1758900697473,334,250,wheel,-70
1758900697476,334,250,wheel,0
1758900697506,334,250,wheel,-76
1758900697522,334,250,wheel,-70
1758900697539,334,250,wheel,-64
1758900697556,334,250,wheel,-52
1758900697572,334,250,wheel,-41
1758900697589,334,250,wheel,-35
1758900697606,334,250,wheel,-30
1758900697622,334,250,wheel,-27
1758900697639,334,250,wheel,-25
1758900697655,334,250,wheel,-22
1758900697673,334,250,wheel,-20
1758900697689,334,250,wheel,-19
1758900697705,334,250,wheel,-17
1758900697722,334,250,wheel,-17
1758900697739,334,250,wheel,-15
1758900697755,334,250,wheel,-14
1758900697772,334,250,wheel,-13
1758900697789,334,250,wheel,-13
1758900697798,334,250,wheel,-6
1758900697814,334,250,wheel,-12
1758900697832,334,250,wheel,-12
1758900697849,334,250,wheel,-10
1758900697865,334,250,wheel,-10
1758900697899,334,250,wheel,-19
1758900697914,334,250,wheel,-26
1758900697931,334,250,wheel,-47
1758900697947,334,250,wheel,-46
1758900697964,334,250,wheel,-24
1758900697980,334,250,wheel,-30
1758900697997,334,250,wheel,-13
1758900698014,334,250,wheel,-13
1758900698031,334,250,wheel,-6
1758900698047,334,250,wheel,-6
1758900698064,334,250,wheel,-4
1758900698080,334,250,wheel,-7
1758900698097,334,250,wheel,-7
1758900698114,334,250,wheel,-4
1758900698131,334,250,wheel,-4
1758900698148,334,250,wheel,-2
1758900698164,334,250,wheel,-4
1758900698180,334,250,wheel,-2
1758900698197,334,250,wheel,-5
1758900698213,334,250,wheel,0
1758900698231,334,250,wheel,-3
1758900698247,334,250,wheel,-1
1758900698264,334,250,wheel,-1
1758900698281,334,250,wheel,-1
1758900698331,334,250,wheel,-1
1758900698658,334,250,wheel,-29
1758900698672,334,250,wheel,-67
1758900698689,334,250,wheel,-46
1758900698706,334,250,wheel,-51
