timestamp,x,y,type,deltaY
1758901616905,733,509,move,0
1758901616912,725,508,move,0
1758901616918,718,505,move,0
1758901616925,710,504,move,0
1758901616931,703,502,move,0
1758901616938,696,500,move,0
1758901616945,691,498,move,0
1758901616952,686,497,move,0
1758901616959,680,495,move,0
1758901616964,673,493,move,0
1758901616971,667,492,move,0
1758901616977,661,490,move,0
1758901616984,654,488,move,0
1758901616990,649,486,move,0
1758901616996,643,484,move,0
1758901617004,636,482,move,0
1758901617010,629,478,move,0
1758901617016,622,476,move,0
1758901617023,616,472,move,0
1758901617029,610,469,move,0
1758901617035,604,465,move,0
1758901617042,598,462,move,0
1758901617048,592,460,move,0
1758901617055,586,455,move,0
1758901617063,581,452,move,0
1758901617069,578,449,move,0
1758901617075,573,445,move,0
1758901617082,567,441,move,0
1758901617088,563,437,move,0
1758901617095,560,434,move,0
1758901617102,556,430,move,0
1758901617108,552,427,move,0
1758901617114,548,423,move,0
1758901617121,544,420,move,0
1758901617132,541,418,move,0
1758901617135,537,415,move,0
1758901617141,532,412,move,0
1758901617148,531,410,move,0
1758901617152,528,408,move,0
1758901617159,524,405,move,0
1758901617166,521,405,move,0
1758901617173,518,402,move,0
1758901617179,514,400,move,0
1758901617186,511,399,move,0
1758901617192,508,396,move,0
1758901617199,505,395,move,0
1758901617206,501,392,move,0
1758901617211,499,390,move,0
1758901617218,496,387,move,0
1758901617225,492,385,move,0
1758901617231,489,382,move,0
1758901617238,487,379,move,0
1758901617245,483,376,move,0
1758901617252,480,373,move,0
1758901617257,477,370,move,0
1758901617264,474,368,move,0
1758901617271,472,365,move,0
1758901617281,470,364,move,0
1758901617287,469,363,move,0
1758901617293,468,362,move,0
1758901617300,467,361,move,0
1758901617306,466,361,move,0
1758901617319,465,361,move,0
1758901617325,465,360,move,0
1758901617451,464,360,move,0
1758901617456,464,361,move,0
1758901617462,464,363,move,0
1758901617470,463,367,move,0
1758901617475,462,370,move,0
1758901617483,462,375,move,0
1758901617488,462,380,move,0
1758901617494,462,386,move,0
1758901617501,463,393,move,0
1758901617507,464,400,move,0
1758901617514,465,409,move,0
1758901617521,467,416,move,0
1758901617527,467,424,move,0
1758901617534,469,432,move,0
1758901617541,471,438,move,0
1758901617547,473,446,move,0
1758901617554,476,455,move,0
1758901617560,477,460,move,0
1758901617567,480,468,move,0
1758901617573,483,475,move,0
1758901617580,484,480,move,0
1758901617586,486,487,move,0
1758901617593,488,494,move,0
1758901617601,489,501,move,0
1758901617607,489,501,wheel,-25
1758901617618,489,501,wheel,-3
1758901617634,489,501,wheel,-10
1758901617651,489,501,wheel,-5
1758901617667,489,501,wheel,-10
1758901617684,489,501,wheel,-9
1758901617701,489,501,wheel,-7
1758901617718,489,501,wheel,-9
1758901617734,489,501,wheel,-5
1758901617751,489,501,wheel,-7
1758901617768,489,501,wheel,-4
1758901617784,489,501,wheel,-4
1758901617801,489,501,wheel,-3
1758901617818,489,501,wheel,-3
1758901617834,489,501,wheel,-2
1758901617868,489,501,wheel,-1
1758901617912,489,501,wheel,0
1758901617917,489,501,wheel,-1
1758901618204,486,501,move,0
1758901618211,482,499,move,0
1758901618216,478,498,move,0
1758901618223,475,495,move,0
1758901618230,470,493,move,0
1758901618238,467,492,move,0
1758901618242,464,489,move,0
1758901618248,461,488,move,0
1758901618255,457,486,move,0
1758901618262,451,483,move,0
1758901618269,448,481,move,0
1758901618274,444,478,move,0
1758901618281,441,478,move,0
1758901618288,438,475,move,0
1758901618295,433,473,move,0
1758901618301,430,471,move,0
1758901618307,427,469,move,0
1758901618314,423,466,move,0
1758901618320,418,463,move,0
1758901618327,413,462,move,0
1758901618334,408,459,move,0
1758901618340,402,456,move,0
1758901618347,396,454,move,0
1758901618353,392,451,move,0
1758901618360,386,448,move,0
1758901618366,379,445,move,0
1758901618372,373,442,move,0
1758901618379,367,440,move,0
1758901618385,361,438,move,0
1758901618392,355,436,move,0
1758901618399,352,435,move,0
1758901618408,348,433,move,0
1758901618412,345,433,move,0
1758901618419,340,431,move,0
1758901618424,338,430,move,0
1758901618431,336,430,move,0
1758901618438,333,428,move,0
1758901618445,331,428,move,0
1758901618451,328,427,move,0
1758901618457,325,427,move,0
1758901618464,324,426,move,0
1758901618471,323,426,move,0
1758901618477,321,425,move,0
1758901618484,320,425,move,0
1758901618490,319,425,move,0
1758901618498,318,425,move,0
1758901618950,318,425,wheel,16
1758901618967,318,425,wheel,20
1758901618984,318,425,wheel,26
1758901619001,318,425,wheel,16
1758901619017,318,425,wheel,23
1758901619035,318,425,wheel,13
1758901619051,318,425,wheel,20
1758901619068,318,425,wheel,21
1758901619084,318,425,wheel,15
1758901619101,318,425,wheel,21
1758901619117,318,425,wheel,13
1758901619134,318,425,wheel,16
1758901619152,318,425,wheel,8
1758901619168,318,425,wheel,7
1758901619185,318,425,wheel,4
1758901619201,318,425,wheel,2
1758901619235,318,425,wheel,1
1758901619284,318,425,wheel,1
1758901619360,318,425,wheel,0
1758901620070,313,424,move,0
1758901620076,307,421,move,0
1758901620082,300,418,move,0
1758901620089,292,414,move,0
1758901620095,283,407,move,0
1758901620103,272,400,move,0
1758901620109,260,391,move,0
1758901620116,248,382,move,0
1758901620122,236,369,move,0
1758901620133,227,360,move,0
1758901620139,222,355,move,0
1758901620141,216,349,move,0
1758901620147,211,343,move,0
1758901620154,208,339,move,0
1758901620162,205,336,move,0
1758901620168,203,332,move,0
1758901620173,201,330,move,0
1758901620180,200,329,move,0
1758901620186,199,327,move,0
1758901620192,198,327,move,0
1758901620199,197,325,move,0
1758901620213,197,324,move,0
1758901620239,196,324,move,0
1758901620279,196,323,move,0
1758901620284,195,323,move,0
1758901620291,195,322,move,0
1758901620296,195,321,move,0
1758901620303,194,319,move,0
1758901620310,194,317,move,0
1758901620316,194,315,move,0
1758901620323,193,313,move,0
1758901620329,193,309,move,0
1758901620336,193,306,move,0
1758901620343,193,303,move,0
1758901620350,192,300,move,0
1758901620356,192,298,move,0
1758901620363,192,296,move,0
1758901620371,191,295,move,0
1758901620375,191,294,move,0
