timestamp,x,y,type,deltaY
1758900604001,825,567,move,0
1758900604009,827,568,move,0
1758900604014,828,568,move,0
1758900604027,830,568,move,0
1758900604035,831,569,move,0
1758900604041,832,570,move,0
1758900604366,832,570,wheel,27
1758900604383,832,570,wheel,18
1758900604399,832,570,wheel,11
1758900604415,832,570,wheel,16
1758900604433,832,570,wheel,10
1758900604449,832,570,wheel,14
1758900604466,832,570,wheel,13
1758900604482,832,570,wheel,10
1758900604499,832,570,wheel,16
1758900604515,832,570,wheel,12
1758900604532,832,570,wheel,18
1758900604549,832,570,wheel,11
1758900604565,832,570,wheel,15
1758900604583,832,570,wheel,10
1758900604599,832,570,wheel,15
1758900604615,832,570,wheel,10
1758900604632,832,570,wheel,15
1758900604650,832,570,wheel,17
1758900604665,832,570,wheel,11
1758900604683,832,570,wheel,18
1758900604699,832,570,wheel,11
1758900604716,832,570,wheel,16
1758900604732,832,570,wheel,7
1758900604749,832,570,wheel,5
1758900604765,832,570,wheel,4
1758900604782,832,570,wheel,1
1758900604790,832,570,wheel,0
1758900604815,832,570,wheel,1
1758900604832,832,570,wheel,1
1758900604848,832,570,wheel,1
1758900604965,832,570,wheel,1
1758900605149,832,570,wheel,53
1758900605165,832,570,wheel,90
1758900605182,832,570,wheel,45
1758900605198,832,570,wheel,57
1758900605215,832,570,wheel,31
1758900605231,832,570,wheel,41
1758900605248,832,570,wheel,37
1758900605265,832,570,wheel,21
1758900605281,832,570,wheel,23
1758900605299,832,570,wheel,11
1758900605316,832,570,wheel,12
1758900605331,832,570,wheel,4
1758900605349,832,570,wheel,4
1758900605382,832,570,wheel,1
1758900605403,832,570,wheel,0
1758900605465,832,570,wheel,1
1758900605887,828,570,move,0
1758900605894,822,571,move,0
1758900605900,814,571,move,0
1758900605906,806,570,move,0
1758900605925,795,570,move,0
1758900605927,771,567,move,0
1758900605937,758,565,move,0
1758900605938,742,558,move,0
1758900605945,725,553,move,0
1758900605952,713,549,move,0
1758900605959,704,545,move,0
1758900605965,698,541,move,0
1758900605971,692,538,move,0
