timestamp,x,y,type,deltaY
1758902256868,110,419,move,0
1758902256875,109,417,move,0
1758902256881,108,416,move,0
1758902256888,107,415,move,0
1758902256894,105,412,move,0
1758902256900,103,411,move,0
1758902256907,101,409,move,0
1758902256913,99,407,move,0
1758902256920,97,405,move,0
1758902256926,96,403,move,0
1758902256933,94,403,move,0
1758902256941,93,401,move,0
1758902256947,92,401,move,0
1758902256953,92,400,move,0
1758902256959,91,399,move,0
1758902257306,91,399,down,0
1758902257508,91,399,up,0
1758902257927,97,401,move,0
1758902257932,105,403,move,0
1758902257938,115,406,move,0
1758902257944,123,408,move,0
1758902257951,131,410,move,0
1758902257957,139,412,move,0
1758902257964,146,413,move,0
1758902257970,153,414,move,0
1758902257976,160,414,move,0
1758902257983,167,415,move,0
1758902257990,172,416,move,0
1758902257997,179,416,move,0
1758902258004,185,416,move,0
1758902258010,193,416,move,0
1758902258016,199,416,move,0
1758902258023,207,416,move,0
1758902258030,214,415,move,0
1758902258036,222,415,move,0
1758902258043,230,415,move,0
1758902258049,237,414,move,0
1758902258056,245,413,move,0
1758902258064,253,413,move,0
1758902258069,260,413,move,0
1758902258076,268,412,move,0
1758902258082,275,412,move,0
1758902258088,283,412,move,0
1758902258095,291,412,move,0
1758902258103,298,412,move,0
1758902258108,306,412,move,0
1758902258114,314,412,move,0
1758902258121,321,412,move,0
1758902258127,329,412,move,0
1758902258135,336,413,move,0
1758902258141,342,413,move,0
1758902258147,349,413,move,0
1758902258154,357,414,move,0
1758902258161,365,414,move,0
1758902258167,373,414,move,0
1758902258173,383,414,move,0
1758902258179,391,414,move,0
1758902258186,401,414,move,0
1758902258192,411,414,move,0
1758902258200,420,414,move,0
1758902258206,433,414,move,0
1758902258212,445,416,move,0
1758902258220,459,417,move,0
1758902258225,470,420,move,0
1758902258232,479,421,move,0
1758902258239,485,422,move,0
1758902258245,492,424,move,0
1758902258251,497,426,move,0
1758902258257,503,426,move,0
1758902258264,507,428,move,0
1758902258271,512,430,move,0
1758902258277,516,430,move,0
1758902258284,520,431,move,0
1758902258291,523,432,move,0
1758902258297,524,432,move,0
1758902258304,526,432,move,0
1758902258311,528,433,move,0
1758902258323,529,433,move,0
1758902258345,530,432,move,0
1758902258817,530,432,wheel,30
1758902258833,530,432,wheel,34
1758902258851,530,432,wheel,36
1758902258867,530,432,wheel,21
1758902258884,530,432,wheel,11
1758902258900,530,432,wheel,11
1758902258917,530,432,wheel,7
1758902258933,530,432,wheel,11
1758902258950,530,432,wheel,7
1758902258972,530,432,wheel,12
1758902258985,530,432,wheel,8
1758902259001,530,432,wheel,14
1758902259017,530,432,wheel,14
1758902259034,530,432,wheel,9
1758902259050,530,432,wheel,11
1758902259068,530,432,wheel,6
1758902259084,530,432,wheel,5
1758902259100,530,432,wheel,3
1758902259116,530,432,wheel,4
1758902259134,530,432,wheel,1
1758902259150,530,432,wheel,3
1758902259167,530,432,wheel,2
1758902259183,530,432,wheel,3
1758902259200,530,432,wheel,3
1758902259216,530,432,wheel,2
1758902259233,530,432,wheel,2
1758902259250,530,432,wheel,2
1758902259284,530,432,wheel,0
1758902259300,530,432,wheel,1
1758902259636,535,432,move,0
1758902259641,544,432,move,0
1758902259648,551,433,move,0
1758902259656,559,433,move,0
1758902259661,566,433,move,0
1758902259666,572,433,move,0
1758902259673,577,433,move,0
1758902259680,583,432,move,0
1758902259686,587,432,move,0
1758902259693,592,432,move,0
1758902259699,596,432,move,0
1758902259705,603,431,move,0
1758902259712,610,429,move,0
1758902259719,619,428,move,0
1758902259726,624,428,move,0
1758902259733,633,427,move,0
1758902259739,640,426,move,0
1758902259745,648,425,move,0
1758902259751,656,425,move,0
1758902259758,665,424,move,0
1758902259764,674,424,move,0
1758902259771,683,424,move,0
1758902259777,691,424,move,0
1758902259784,698,425,move,0
1758902259790,707,426,move,0
1758902259797,713,427,move,0
1758902259805,718,428,move,0
1758902259812,724,430,move,0
1758902259817,728,432,move,0
1758902259823,734,434,move,0
1758902259830,739,437,move,0
1758902259837,744,439,move,0
1758902259844,749,442,move,0
1758902259851,755,447,move,0
1758902259856,760,451,move,0
1758902259863,765,455,move,0
1758902259869,771,460,move,0
1758902259878,775,464,move,0
1758902259884,777,467,move,0
1758902260340,777,473,move,0
1758902260345,775,482,move,0
1758902260352,772,491,move,0
1758902260358,769,500,move,0
1758902260365,767,509,move,0
1758902260371,764,516,move,0
1758902260378,761,522,move,0
1758902260384,759,527,move,0
1758902260390,756,533,move,0
1758902260397,753,538,move,0
1758902260404,752,541,move,0
1758902260411,750,545,move,0
1758902260417,748,548,move,0
1758902260423,747,549,move,0
1758902260430,745,553,move,0
1758902260436,744,554,move,0
1758902260442,742,556,move,0
1758902260451,742,558,move,0
1758902260456,741,560,move,0
1758902260463,740,561,move,0
1758902260469,740,563,move,0
1758902260476,740,565,move,0
1758902260483,739,568,move,0
1758902260489,738,569,move,0
1758902260495,738,571,move,0
1758902260502,738,572,move,0
1758902260508,737,575,move,0
1758902260521,737,576,move,0
1758902260528,737,577,move,0
1758902260534,737,578,move,0
1758902260547,737,579,move,0
1758902260580,736,579,move,0
1758902260593,736,580,move,0
1758902260599,736,582,move,0
1758902260606,736,583,move,0
1758902260613,736,585,move,0
